,Temp_Change
,mean
datetime,
1996-03-01,-0.09725221238938053
1996-04-01,0.29056511307767946
1996-05-01,0.22048181286549706
1996-06-01,-0.09294958081043314
1996-07-01,-0.09443039630627159
1996-08-01,0.17789439908866522
1996-09-01,-0.4561135371179039
1996-10-01,0.2537365293335865
1996-11-01,0.1544053054970312
1996-12-01,-0.09746377231625314
1997-01-01,0.2508970175438596
1997-02-01,0.04027555555555551
1997-03-01,-0.07198666666666664
1997-04-01,-0.6553545989038365
1997-05-01,0.5952317431974514
1997-06-01,0.15031341126194064
1997-07-01,-0.03701851851851856
1997-08-01,0.15962037037037047
1997-09-01,-0.22956513191273464
1997-10-01,-0.07208219178082198
1997-11-01,0.2587954089960537
1997-12-01,0.12091855203619906
1998-01-01,0.30071084312341745
1998-02-01,0.45384232937014035
1998-03-01,-0.7911052086926529
1998-04-01,0.4810956340956343
1998-05-01,-0.3286756756756757
1998-06-01,0.1342387387387387
1998-07-01,-0.14419025976649302
1998-08-01,0.017887892376681647
1998-09-01,-0.2889068105381166
1998-10-01,0.07689386261261266
1998-11-01,-0.402925945945946
1998-12-01,0.2507597619047619
1999-01-01,0.4171646825396824
1999-02-01,-0.3042173058013765
1999-03-01,0.06565083754740841
1999-04-01,0.05717284593209482
1999-05-01,-0.1443318385650224
1999-06-01,0.11519470691864186
1999-07-01,-0.05255783462033459
1999-08-01,-0.040808236808236864
1999-09-01,0.12164996767937952
1999-10-01,-0.2974535391079509
1999-11-01,-0.16431897116644828
1999-12-01,0.16594825688073395
2000-01-01,-0.1270178761061947
2000-02-01,0.21135232544540178
2000-03-01,-0.12993694933920708
2000-04-01,0.6137321428571428
2000-05-01,-0.27958856177606173
2000-06-01,-0.1759988588588589
2000-07-01,-0.1205777974434612
2000-08-01,0.26701351244096994
2000-09-01,-0.2952579372197309
2000-10-01,0.05221757847533637
2000-11-01,0.1376636771300448
2000-12-01,0.22346588725176164
2001-01-01,-0.00802038486627521
2001-02-01,-0.13728675799086754
2001-03-01,0.4756660633484162
2001-04-01,-0.4740246219069748
2001-05-01,0.11775121910901731
2001-06-01,-0.34336383172163
2001-07-01,0.3170120802620803
2001-08-01,0.18875368550368554
2001-09-01,-0.5922806932493032
2001-10-01,0.6728082706004099
2001-11-01,-0.6942728568772082
2001-12-01,-0.10645199363992175
2002-01-01,0.5934495254182754
2002-02-01,0.6860128816599403
2002-03-01,-0.21470861739567604
2002-04-01,-0.6601153968253969
2002-05-01,0.13543984126984132
2002-06-01,-0.034088168168168176
2002-07-01,0.16850594594594592
2002-08-01,-0.10556297619047617
2002-09-01,-0.291899246031746
2002-10-01,0.006093333333333284
2002-11-01,0.2673688888888889
2002-12-01,-0.4906290161527166
2003-01-01,0.4554245717082722
2003-02-01,-0.37672476332835086
2003-03-01,0.28529464636928653
2003-04-01,-0.05220175438596497
2003-05-01,0.5317456140350877
2003-06-01,-0.1682960813606067
2003-07-01,-0.11048452378662255
2003-08-01,0.20821920163845742
2003-09-01,-0.5096754385964912
2003-10-01,-0.10697368421052633
2003-11-01,0.4027441779226828
2003-12-01,-0.23330104089509196
2004-01-01,0.08177973568281949
2004-02-01,0.22949475653970608
2004-03-01,0.01163716814159299
2004-04-01,-0.17591181493556918
2004-05-01,-0.5418859649122806
2004-06-01,0.24323140816643374
2004-07-01,-0.08820872480605041
2004-08-01,0.419602530115785
2004-09-01,-0.2349778761061948
2004-10-01,0.25494038192827206
2004-11-01,-0.16484795321637435
2004-12-01,0.05403181595692619
2005-01-01,0.1534348507097406
2005-02-01,-0.560090068829892
2005-03-01,0.4841460176991151
2005-04-01,0.18995691662785275
2005-05-01,-0.18265663065961846
2005-06-01,0.01367781999659734
2005-07-01,0.02561912323484372
2005-08-01,-0.19140785643147173
2005-09-01,0.24800264703609243
2005-10-01,-0.16395878738696956
2005-11-01,-0.1611512870604459
2005-12-01,0.11906550218340617
2006-01-01,-0.3948415606607177
2006-02-01,0.3834869565217391
2006-03-01,-0.20275019935447114
2006-04-01,0.34732411239794947
2006-05-01,-0.1551276058477311
2006-06-01,0.1962015188912093
2006-07-01,0.25244347826086944
2006-08-01,-0.44101859589685655
2006-09-01,0.18006207415772624
2006-10-01,0.3615249046529365
2006-11-01,-0.4264317206772388
2006-12-01,0.07336333776343273
2007-01-01,0.5508347826086956
2007-02-01,-0.14499130434782614
2007-03-01,-0.13114562394127582
2007-04-01,-0.08015002823263706
2007-05-01,-0.018295652173913046
2007-06-01,0.0007790137398833163
2007-07-01,-0.25068831168831174
2007-08-01,-0.026964615095049882
2007-09-01,-0.21826482213438736
2007-10-01,-0.028189263322883962
2007-11-01,-0.21726330584707648
2007-12-01,0.19318140929535227
2008-01-01,-0.10471551724137923
2008-02-01,0.23242672413793103
2008-03-01,0.4512508620689656
2008-04-01,-0.3257347826086957
2008-05-01,-0.06953333966204667
2008-06-01,-0.014327472442914102
2008-07-01,0.1054778955986122
2008-08-01,0.08878201629566085
2008-09-01,-0.3498174145257493
2008-10-01,0.20407711481238155
2008-11-01,-0.0014585152838427762
2008-12-01,-0.05675982532751089
2009-01-01,-0.10031877729257654
2009-02-01,0.3520913613062465
2009-03-01,-0.23521041945987353
2009-04-01,0.15353566736223812
2009-05-01,0.037013157894736914
2009-06-01,-0.07651666666666668
2009-07-01,0.1189237885462554
2009-08-01,0.0795797202256745
2009-09-01,-0.07133333333333347
2009-10-01,-0.19799017543859643
2009-11-01,0.22278222222222221
2009-12-01,-0.05399438081253061
2010-01-01,-0.19761450807635828
2010-02-01,0.42061129548762743
2010-03-01,0.15764406683121313
2010-04-01,-0.05141177935261454
2010-05-01,-0.19839954787850678
2010-06-01,0.03317543859649108
2010-07-01,0.20632983615426248
2010-08-01,-0.14895373487486285
2010-09-01,-0.3438876748167671
2010-10-01,-0.1641541850220265
2010-11-01,0.34502439258988515
2010-12-01,-0.7465310005194006
2011-01-01,0.4132299942539744
2011-02-01,-0.11096521739130438
2011-03-01,-0.0010517974778844197
2011-04-01,0.5627517783244657
2011-05-01,-0.23665642630806105
2011-06-01,0.12403508771929816
2011-07-01,-0.15065447911814922
2011-08-01,0.09697306488387358
2011-09-01,0.22396791172801023
2011-10-01,-0.5390307976714918
2011-11-01,-0.09765920859417254
2011-12-01,0.19403806321972328
2012-01-01,-0.1377098042314454
2012-02-01,-0.9120914168830148
2012-03-01,1.2159767893184288
2012-04-01,-0.019532396397801244
2012-05-01,0.1327182371057657
2012-06-01,0.06680733856320287
2012-07-01,-0.03967459520037098
2012-08-01,0.11198161865034506
2012-09-01,-0.22338325991189423
2012-10-01,0.08957268722466949
2012-11-01,0.1508824746217199
2012-12-01,-0.7029490306794653
2013-01-01,0.5631620741577265
2013-02-01,0.021691304347825957
2013-03-01,-0.2751045727136431
2013-04-01,0.08548718140929534
2013-05-01,0.03338350824587699
2013-06-01,0.023151274362818608
2013-07-01,0.03762029618378582
2013-08-01,-0.042267260201776846
2013-09-01,-0.13839651424287847
2013-10-01,0.11600438579836714
2013-11-01,0.11993523189278721
2013-12-01,-0.2414114979847738
2014-01-01,0.5325991114149008
2014-02-01,-0.14151315789473684
2014-03-01,0.20854751781199732
2014-04-01,-0.09624488623304983
2014-05-01,-0.36899965525166634
2014-06-01,0.12773799126637564
2014-07-01,0.0436005232479848
2014-08-01,-0.1626721925960275
2014-09-01,0.0358421052631579
2014-10-01,0.10268859649122808
2014-11-01,-0.04432894736842119
2014-12-01,-0.048309297472756585
2015-01-01,0.2188180694025812
2015-02-01,-0.01918859649122795
2015-03-01,0.0343220689388668
2015-04-01,-0.234028209289744
2015-05-01,0.2489122807017542
2015-06-01,-0.12407349872478535
2015-07-01,0.34144215369554565
2015-08-01,0.03855239766081886
2015-09-01,-0.18155701754385967
2015-10-01,-0.05945614035087732
2015-11-01,0.25896491228070206
2015-12-01,0.17145614035087697
2016-01-01,-0.3467509315323709
2016-02-01,0.7006982999534237
2016-03-01,-0.26511192905170433
2016-04-01,-0.0883392070484581
2016-05-01,-0.4688193832599119
2016-06-01,0.11813416630930562
2016-07-01,-0.0037993645471912085
2016-08-01,0.011299752685678843
2016-09-01,0.06217982456140381
2016-10-01,-0.36988926887703855
2016-11-01,-0.13135682819383254
2016-12-01,0.3612511013215859
2017-01-01,-0.4940269340752762
2017-02-01,0.5330263157894736
2017-03-01,0.23467105263157895
2017-04-01,-0.42854385964912267
2017-05-01,0.24460526315789477
2017-06-01,0.061236363288132756
2017-07-01,-0.014429345744273236
2017-08-01,0.08191406190147865
2017-09-01,-0.2171703056768559
2017-10-01,-0.03750691411935958
2017-11-01,-0.21964912280701765
2017-12-01,0.18519970504864802
2018-01-01,0.20958951965065498
2018-02-01,-0.558289224699303
2018-03-01,0.3756298360530146
2018-04-01,0.37423144104803496
2018-05-01,-0.13897683858184395
2018-06-01,-0.2605506607929515
2018-07-01,0.22494273127753317
2018-08-01,-0.013784140969163028
2018-09-01,-0.06456522162878642
2018-10-01,-0.14574802359882022
2018-11-01,0.0038910526315789618
2018-12-01,0.0651579138895273
2019-01-01,-0.08995138540016234
2019-02-01,0.4787134614634907
2019-03-01,-0.1160471829353118
2019-04-01,-0.16828947368421066
2019-05-01,-0.31857523765360507
2019-06-01,0.7775154185022026
2019-07-01,-0.4304884264626325
2019-08-01,0.1115985586212227
2019-09-01,-0.21694298135929047
2019-10-01,0.19438389642227838
2019-11-01,-0.04948245614035085
2019-12-01,0.27569406924390605
2020-01-01,-0.015313321118084922
2020-02-01,0.346001654387011
2020-03-01,-0.4207727533900252
2020-04-01,-0.19328176443310907
2020-05-01,-0.10816740088105758
