,Country Code,Months Code,Year,Temp_Change,clusters,cluster
760,2,7016,2001,0.398,2,dark purple
761,2,7016,2002,1.611,2,dark purple
762,2,7016,2003,1.067,2,dark purple
763,2,7016,2004,1.881,2,dark purple
764,2,7016,2005,-0.355,2,dark purple
765,2,7016,2006,1.407,2,dark purple
766,2,7016,2007,0.135,2,dark purple
767,2,7016,2008,-2.734,2,dark purple
768,2,7016,2009,1.746,2,dark purple
769,2,7016,2010,2.046,2,dark purple
770,2,7016,2011,0.566,2,dark purple
771,2,7016,2012,-1.698,2,dark purple
772,2,7016,2013,0.887,2,dark purple
773,2,7016,2014,-0.47,2,dark purple
774,2,7016,2015,1.572,2,dark purple
775,2,7016,2016,2.038,2,dark purple
776,2,7016,2017,1.635,2,dark purple
777,2,7016,2018,1.826,2,dark purple
778,2,7016,2019,1.684,2,dark purple
779,2,7016,2020,1.286,2,dark purple
820,2,7017,2001,2.727,2,dark purple
821,2,7017,2002,1.451,2,dark purple
822,2,7017,2003,-0.106,2,dark purple
823,2,7017,2004,1.916,2,dark purple
824,2,7017,2005,0.291,2,dark purple
825,2,7017,2006,2.505,2,dark purple
826,2,7017,2007,1.579,2,dark purple
827,2,7017,2008,2.982,2,dark purple
828,2,7017,2009,0.985,2,dark purple
829,2,7017,2010,2.637,2,dark purple
830,2,7017,2011,2.172,2,dark purple
831,2,7017,2012,0.826,2,dark purple
832,2,7017,2013,1.267,2,dark purple
833,2,7017,2014,0.613,2,dark purple
834,2,7017,2015,1.088,2,dark purple
835,2,7017,2016,2.306,2,dark purple
836,2,7017,2017,1.933,2,dark purple
837,2,7017,2018,2.359,2,dark purple
838,2,7017,2019,0.76,2,dark purple
839,2,7017,2020,0.731,2,dark purple
880,2,7018,2001,1.075,2,dark purple
881,2,7018,2002,0.881,2,dark purple
882,2,7018,2003,0.875,2,dark purple
883,2,7018,2004,0.629,2,dark purple
884,2,7018,2005,0.713,2,dark purple
885,2,7018,2006,0.973,2,dark purple
886,2,7018,2007,0.642,2,dark purple
887,2,7018,2008,1.607,2,dark purple
888,2,7018,2009,0.269,2,dark purple
889,2,7018,2010,0.677,2,dark purple
890,2,7018,2011,1.77,2,dark purple
891,2,7018,2012,1.068,2,dark purple
892,2,7018,2013,1.368,2,dark purple
893,2,7018,2014,1.04,2,dark purple
894,2,7018,2015,1.092,2,dark purple
895,2,7018,2016,1.031,2,dark purple
896,2,7018,2017,1.125,2,dark purple
897,2,7018,2018,1.741,2,dark purple
898,2,7018,2019,1.018,2,dark purple
899,2,7018,2020,1.173,2,dark purple
940,2,7019,2001,1.221,2,dark purple
941,2,7019,2002,1.5,2,dark purple
942,2,7019,2003,0.691,2,dark purple
943,2,7019,2004,1.055,2,dark purple
944,2,7019,2005,1.261,2,dark purple
945,2,7019,2006,2.131,2,dark purple
946,2,7019,2007,0.624,2,dark purple
947,2,7019,2008,1.337,2,dark purple
948,2,7019,2009,0.928,2,dark purple
949,2,7019,2010,1.419,2,dark purple
950,2,7019,2011,1.344,2,dark purple
951,2,7019,2012,0.938,2,dark purple
952,2,7019,2013,1.779,2,dark purple
953,2,7019,2014,0.962,2,dark purple
954,2,7019,2015,0.912,2,dark purple
955,2,7019,2016,0.949,2,dark purple
956,2,7019,2017,1.81,2,dark purple
957,2,7019,2018,0.801,2,dark purple
958,2,7019,2019,1.038,2,dark purple
959,2,7019,2020,-0.58,2,dark purple
1000,2,7020,2001,1.355,2,dark purple
1001,2,7020,2002,1.361,2,dark purple
1002,2,7020,2003,0.632,2,dark purple
1003,2,7020,2004,1.37,2,dark purple
1004,2,7020,2005,0.477,2,dark purple
1005,2,7020,2006,1.754,2,dark purple
1006,2,7020,2007,0.745,2,dark purple
1007,2,7020,2008,0.798,2,dark purple
1008,2,7020,2009,0.982,2,dark purple
1009,2,7020,2010,1.695,2,dark purple
1010,2,7020,2011,1.463,2,dark purple
1011,2,7020,2012,0.283,2,dark purple
1012,2,7020,2013,1.325,2,dark purple
1013,2,7020,2014,0.536,2,dark purple
1014,2,7020,2015,1.166,2,dark purple
1015,2,7020,2016,1.581,2,dark purple
1016,2,7020,2017,1.626,2,dark purple
1017,2,7020,2018,1.682,2,dark purple
1018,2,7020,2019,1.125,2,dark purple
1019,2,7020,2020,0.652,2,dark purple
1780,3,7016,2001,2.004,2,dark purple
1781,3,7016,2002,-0.685,2,dark purple
1782,3,7016,2003,-0.523,2,dark purple
1783,3,7016,2004,-0.068,2,dark purple
1784,3,7016,2005,-0.231,2,dark purple
1785,3,7016,2006,-0.452,2,dark purple
1786,3,7016,2007,1.839,2,dark purple
1787,3,7016,2008,0.344,2,dark purple
1788,3,7016,2009,0.498,2,dark purple
1789,3,7016,2010,1.247,2,dark purple
1790,3,7016,2011,0.647,2,dark purple
1791,3,7016,2012,-1.053,2,dark purple
1792,3,7016,2013,0.575,2,dark purple
1793,3,7016,2014,2.298,2,dark purple
1794,3,7016,2015,0.868,2,dark purple
1795,3,7016,2016,2.116,2,dark purple
1796,3,7016,2017,-0.316,2,dark purple
1797,3,7016,2018,1.18,2,dark purple
1798,3,7016,2019,0.173,2,dark purple
1799,3,7016,2020,1.834,2,dark purple
1840,3,7017,2001,1.94,2,dark purple
1841,3,7017,2002,1.419,2,dark purple
1842,3,7017,2003,0.778,2,dark purple
1843,3,7017,2004,0.193,2,dark purple
1844,3,7017,2005,0.503,2,dark purple
1845,3,7017,2006,0.985,2,dark purple
1846,3,7017,2007,2.092,2,dark purple
1847,3,7017,2008,1.479,2,dark purple
1848,3,7017,2009,1.441,2,dark purple
1849,3,7017,2010,1.038,2,dark purple
1850,3,7017,2011,1.216,2,dark purple
1851,3,7017,2012,1.392,2,dark purple
1852,3,7017,2013,1.967,2,dark purple
1853,3,7017,2014,1.118,2,dark purple
1854,3,7017,2015,1.186,2,dark purple
1855,3,7017,2016,1.73,2,dark purple
1856,3,7017,2017,1.867,2,dark purple
1857,3,7017,2018,3.294,2,dark purple
1858,3,7017,2019,1.343,2,dark purple
1859,3,7017,2020,1.457,2,dark purple
1900,3,7018,2001,1.573,2,dark purple
1901,3,7018,2002,1.25,2,dark purple
1902,3,7018,2003,3.206,2,dark purple
1903,3,7018,2004,0.659,2,dark purple
1904,3,7018,2005,0.44,2,dark purple
1905,3,7018,2006,0.818,2,dark purple
1906,3,7018,2007,2.614,2,dark purple
1907,3,7018,2008,2.0,2,dark purple
1908,3,7018,2009,1.292,2,dark purple
1909,3,7018,2010,1.503,2,dark purple
1910,3,7018,2011,1.675,2,dark purple
1911,3,7018,2012,3.317,2,dark purple
1912,3,7018,2013,1.684,2,dark purple
1913,3,7018,2014,0.917,2,dark purple
1914,3,7018,2015,2.728,2,dark purple
1915,3,7018,2016,1.887,2,dark purple
1916,3,7018,2017,3.025,2,dark purple
1917,3,7018,2018,1.943,2,dark purple
1918,3,7018,2019,2.851,2,dark purple
1919,3,7018,2020,1.503,2,dark purple
1960,3,7019,2001,0.775,2,dark purple
1961,3,7019,2002,0.147,2,dark purple
1962,3,7019,2003,0.604,2,dark purple
1963,3,7019,2004,1.029,2,dark purple
1964,3,7019,2005,0.153,2,dark purple
1965,3,7019,2006,0.622,2,dark purple
1966,3,7019,2007,-0.596,2,dark purple
1967,3,7019,2008,0.786,2,dark purple
1968,3,7019,2009,0.835,2,dark purple
1969,3,7019,2010,0.792,2,dark purple
1970,3,7019,2011,0.993,2,dark purple
1971,3,7019,2012,2.652,2,dark purple
1972,3,7019,2013,1.497,2,dark purple
1973,3,7019,2014,1.096,2,dark purple
1974,3,7019,2015,2.029,2,dark purple
1975,3,7019,2016,0.764,2,dark purple
1976,3,7019,2017,0.57,2,dark purple
1977,3,7019,2018,2.34,2,dark purple
1978,3,7019,2019,3.066,2,dark purple
1979,3,7019,2020,1.89,2,dark purple
2020,3,7020,2001,1.573,2,dark purple
2021,3,7020,2002,0.533,2,dark purple
2022,3,7020,2003,1.016,2,dark purple
2023,3,7020,2004,0.453,2,dark purple
2024,3,7020,2005,0.216,2,dark purple
2025,3,7020,2006,0.493,2,dark purple
2026,3,7020,2007,1.487,2,dark purple
2027,3,7020,2008,1.152,2,dark purple
2028,3,7020,2009,1.016,2,dark purple
2029,3,7020,2010,1.145,2,dark purple
2030,3,7020,2011,1.133,2,dark purple
2031,3,7020,2012,1.577,2,dark purple
2032,3,7020,2013,1.431,2,dark purple
2033,3,7020,2014,1.357,2,dark purple
2034,3,7020,2015,1.703,2,dark purple
2035,3,7020,2016,1.624,2,dark purple
2036,3,7020,2017,1.286,2,dark purple
2037,3,7020,2018,2.189,2,dark purple
2038,3,7020,2019,1.858,2,dark purple
2039,3,7020,2020,1.671,2,dark purple
2800,4,7016,2001,0.672,2,dark purple
2801,4,7016,2002,0.417,2,dark purple
2802,4,7016,2003,0.738,2,dark purple
2803,4,7016,2004,0.963,2,dark purple
2804,4,7016,2005,-0.861,2,dark purple
2805,4,7016,2006,-0.363,2,dark purple
2806,4,7016,2007,1.182,2,dark purple
2807,4,7016,2008,0.207,2,dark purple
2808,4,7016,2009,0.062,2,dark purple
2809,4,7016,2010,3.08,2,dark purple
2810,4,7016,2011,1.134,2,dark purple
2811,4,7016,2012,-1.195,2,dark purple
2812,4,7016,2013,-0.013,2,dark purple
2813,4,7016,2014,0.764,2,dark purple
2814,4,7016,2015,-0.392,2,dark purple
2815,4,7016,2016,1.591,2,dark purple
2816,4,7016,2017,0.664,2,dark purple
2817,4,7016,2018,0.323,2,dark purple
2818,4,7016,2019,-0.358,2,dark purple
2819,4,7016,2020,1.475,2,dark purple
2860,4,7017,2001,2.387,2,dark purple
2861,4,7017,2002,1.673,2,dark purple
2862,4,7017,2003,1.723,2,dark purple
2863,4,7017,2004,0.732,2,dark purple
2864,4,7017,2005,2.726,2,dark purple
2865,4,7017,2006,3.03,2,dark purple
2866,4,7017,2007,0.842,2,dark purple
2867,4,7017,2008,1.933,2,dark purple
2868,4,7017,2009,1.012,2,dark purple
2869,4,7017,2010,2.766,2,dark purple
2870,4,7017,2011,1.737,2,dark purple
2871,4,7017,2012,1.242,2,dark purple
2872,4,7017,2013,2.049,2,dark purple
2873,4,7017,2014,1.831,2,dark purple
2874,4,7017,2015,1.977,2,dark purple
2875,4,7017,2016,2.012,2,dark purple
2876,4,7017,2017,2.71,2,dark purple
2877,4,7017,2018,1.655,2,dark purple
2878,4,7017,2019,1.117,2,dark purple
2879,4,7017,2020,2.492,2,dark purple
2920,4,7018,2001,2.05,2,dark purple
2921,4,7018,2002,1.682,2,dark purple
2922,4,7018,2003,1.9,2,dark purple
2923,4,7018,2004,1.201,2,dark purple
2924,4,7018,2005,1.574,2,dark purple
2925,4,7018,2006,1.583,2,dark purple
2926,4,7018,2007,1.438,2,dark purple
2927,4,7018,2008,1.777,2,dark purple
2928,4,7018,2009,1.874,2,dark purple
2929,4,7018,2010,1.748,2,dark purple
2930,4,7018,2011,1.383,2,dark purple
2931,4,7018,2012,2.413,2,dark purple
2932,4,7018,2013,0.963,2,dark purple
2933,4,7018,2014,1.687,2,dark purple
2934,4,7018,2015,1.243,2,dark purple
2935,4,7018,2016,1.336,2,dark purple
2936,4,7018,2017,1.777,2,dark purple
2937,4,7018,2018,1.622,2,dark purple
2938,4,7018,2019,2.106,2,dark purple
2939,4,7018,2020,2.015,2,dark purple
2980,4,7019,2001,2.481,2,dark purple
2981,4,7019,2002,1.393,2,dark purple
2982,4,7019,2003,2.179,2,dark purple
2983,4,7019,2004,1.241,2,dark purple
2984,4,7019,2005,1.782,2,dark purple
2985,4,7019,2006,1.466,2,dark purple
2986,4,7019,2007,1.517,2,dark purple
2987,4,7019,2008,0.943,2,dark purple
2988,4,7019,2009,0.962,2,dark purple
2989,4,7019,2010,1.571,2,dark purple
2990,4,7019,2011,1.456,2,dark purple
2991,4,7019,2012,2.275,2,dark purple
2992,4,7019,2013,1.844,2,dark purple
2993,4,7019,2014,2.577,2,dark purple
2994,4,7019,2015,1.776,2,dark purple
2995,4,7019,2016,2.163,2,dark purple
2996,4,7019,2017,0.999,2,dark purple
2997,4,7019,2018,1.385,2,dark purple
2998,4,7019,2019,1.644,2,dark purple
2999,4,7019,2020,1.789,2,dark purple
3040,4,7020,2001,1.897,2,dark purple
3041,4,7020,2002,1.291,2,dark purple
3042,4,7020,2003,1.635,2,dark purple
3043,4,7020,2004,1.034,2,dark purple
3044,4,7020,2005,1.305,2,dark purple
3045,4,7020,2006,1.429,2,dark purple
3046,4,7020,2007,1.245,2,dark purple
3047,4,7020,2008,1.215,2,dark purple
3048,4,7020,2009,0.978,2,dark purple
3049,4,7020,2010,2.291,2,dark purple
3050,4,7020,2011,1.427,2,dark purple
3051,4,7020,2012,1.184,2,dark purple
3052,4,7020,2013,1.211,2,dark purple
3053,4,7020,2014,1.715,2,dark purple
3054,4,7020,2015,1.151,2,dark purple
3055,4,7020,2016,1.776,2,dark purple
3056,4,7020,2017,1.537,2,dark purple
3057,4,7020,2018,1.246,2,dark purple
3058,4,7020,2019,1.127,2,dark purple
3059,4,7020,2020,1.943,2,dark purple
3791,5,7016,2001,1.015,2,dark purple
3792,5,7016,2002,1.292,2,dark purple
3793,5,7016,2003,1.449,2,dark purple
3794,5,7016,2004,-0.044,2,dark purple
3795,5,7016,2005,1.46,2,dark purple
3796,5,7016,2006,0.276,2,dark purple
3797,5,7016,2007,0.619,2,dark purple
3798,5,7016,2008,0.874,2,dark purple
3799,5,7016,2009,1.588,2,dark purple
3800,5,7016,2011,0.189,2,dark purple
3801,5,7016,2012,0.572,2,dark purple
3802,5,7016,2013,0.735,2,dark purple
3803,5,7016,2014,0.931,2,dark purple
3804,5,7016,2015,1.004,2,dark purple
3805,5,7016,2016,1.644,2,dark purple
3806,5,7016,2017,1.128,2,dark purple
3807,5,7016,2018,0.744,2,dark purple
3808,5,7016,2019,1.294,2,dark purple
3809,5,7016,2020,0.811,2,dark purple
3848,5,7017,2001,0.854,2,dark purple
3849,5,7017,2002,1.309,2,dark purple
3850,5,7017,2003,0.889,2,dark purple
3851,5,7017,2004,-0.303,2,dark purple
3852,5,7017,2005,0.999,2,dark purple
3853,5,7017,2006,1.206,2,dark purple
3854,5,7017,2007,0.812,2,dark purple
3855,5,7017,2008,0.592,2,dark purple
3856,5,7017,2009,1.664,2,dark purple
3857,5,7017,2010,1.499,2,dark purple
3858,5,7017,2011,0.716,2,dark purple
3859,5,7017,2012,0.291,2,dark purple
3860,5,7017,2013,1.209,2,dark purple
3861,5,7017,2014,0.741,2,dark purple
3862,5,7017,2015,0.877,2,dark purple
3863,5,7017,2016,1.041,2,dark purple
3864,5,7017,2017,1.307,2,dark purple
3865,5,7017,2018,0.807,2,dark purple
3866,5,7017,2019,1.107,2,dark purple
3867,5,7017,2020,1.524,2,dark purple
3906,5,7018,2001,1.048,2,dark purple
3907,5,7018,2002,1.068,2,dark purple
3908,5,7018,2003,-0.067,2,dark purple
3909,5,7018,2004,0.446,2,dark purple
3910,5,7018,2005,0.306,2,dark purple
3911,5,7018,2006,0.57,2,dark purple
3912,5,7018,2007,1.508,2,dark purple
3913,5,7018,2008,0.366,2,dark purple
3914,5,7018,2010,1.156,2,dark purple
3915,5,7018,2011,1.143,2,dark purple
3916,5,7018,2012,0.678,2,dark purple
3917,5,7018,2013,1.021,2,dark purple
3918,5,7018,2014,0.494,2,dark purple
3919,5,7018,2015,0.307,2,dark purple
3920,5,7018,2016,1.074,2,dark purple
3921,5,7018,2017,0.974,2,dark purple
3922,5,7018,2018,0.924,2,dark purple
3923,5,7018,2019,1.39,2,dark purple
3924,5,7018,2020,1.324,2,dark purple
3963,5,7019,2001,0.933,2,dark purple
3964,5,7019,2002,1.173,2,dark purple
3965,5,7019,2003,0.535,2,dark purple
3966,5,7019,2004,1.021,2,dark purple
3967,5,7019,2005,1.069,2,dark purple
3968,5,7019,2006,0.191,2,dark purple
3969,5,7019,2007,1.198,2,dark purple
3970,5,7019,2008,0.742,2,dark purple
3971,5,7019,2010,0.833,2,dark purple
3972,5,7019,2011,0.796,2,dark purple
3973,5,7019,2012,1.389,2,dark purple
3974,5,7019,2013,1.099,2,dark purple
3975,5,7019,2014,1.381,2,dark purple
3976,5,7019,2015,0.714,2,dark purple
3977,5,7019,2016,1.264,2,dark purple
3978,5,7019,2017,1.197,2,dark purple
3979,5,7019,2018,1.147,2,dark purple
3980,5,7019,2019,1.231,2,dark purple
3981,5,7019,2020,0.987,2,dark purple
4020,5,7020,2001,0.962,2,dark purple
4021,5,7020,2002,1.211,2,dark purple
4022,5,7020,2003,0.702,2,dark purple
4023,5,7020,2004,0.28,2,dark purple
4024,5,7020,2005,0.959,2,dark purple
4025,5,7020,2006,0.561,2,dark purple
4026,5,7020,2007,1.034,2,dark purple
4027,5,7020,2008,0.643,2,dark purple
4028,5,7020,2010,1.163,2,dark purple
4029,5,7020,2011,0.711,2,dark purple
4030,5,7020,2012,0.732,2,dark purple
4031,5,7020,2013,1.016,2,dark purple
4032,5,7020,2014,0.887,2,dark purple
4033,5,7020,2015,0.726,2,dark purple
4034,5,7020,2016,1.256,2,dark purple
4035,5,7020,2017,1.151,2,dark purple
4036,5,7020,2018,0.905,2,dark purple
4037,5,7020,2019,1.255,2,dark purple
4038,5,7020,2020,1.161,2,dark purple
4799,6,7016,2001,1.878,2,dark purple
4800,6,7016,2002,0.384,2,dark purple
4801,6,7016,2003,0.344,2,dark purple
4802,6,7016,2004,0.777,2,dark purple
4803,6,7016,2005,-0.704,2,dark purple
4804,6,7016,2006,-1.408,2,dark purple
4805,6,7016,2007,1.385,2,dark purple
4806,6,7016,2008,1.623,2,dark purple
4807,6,7016,2009,-0.332,2,dark purple
4808,6,7016,2010,-0.578,2,dark purple
4809,6,7016,2011,0.081,2,dark purple
4810,6,7016,2012,-0.14,2,dark purple
4811,6,7016,2013,0.227,2,dark purple
4812,6,7016,2014,1.581,2,dark purple
4813,6,7016,2015,0.087,2,dark purple
4814,6,7016,2016,2.859,2,dark purple
4815,6,7016,2017,1.048,2,dark purple
4816,6,7016,2018,0.504,2,dark purple
4817,6,7016,2019,1.67,2,dark purple
4818,6,7016,2020,3.04,2,dark purple
4859,6,7017,2001,1.793,2,dark purple
4860,6,7017,2002,1.204,2,dark purple
4861,6,7017,2003,1.873,2,dark purple
4862,6,7017,2004,-0.11,2,dark purple
4863,6,7017,2005,1.02,2,dark purple
4864,6,7017,2006,1.877,2,dark purple
4865,6,7017,2007,1.892,2,dark purple
4866,6,7017,2008,0.889,2,dark purple
4867,6,7017,2009,1.318,2,dark purple
4868,6,7017,2010,0.444,2,dark purple
4869,6,7017,2011,2.816,2,dark purple
4870,6,7017,2012,1.533,2,dark purple
4871,6,7017,2013,-0.16,2,dark purple
4872,6,7017,2014,1.641,2,dark purple
4873,6,7017,2015,2.041,2,dark purple
4874,6,7017,2016,0.732,2,dark purple
4875,6,7017,2017,2.441,2,dark purple
4876,6,7017,2018,1.477,2,dark purple
4877,6,7017,2019,0.967,2,dark purple
4878,6,7017,2020,2.71,2,dark purple
4919,6,7018,2001,1.561,2,dark purple
4920,6,7018,2002,0.54,2,dark purple
4921,6,7018,2003,4.659,2,dark purple
4922,6,7018,2004,1.861,2,dark purple
4923,6,7018,2005,2.077,2,dark purple
4924,6,7018,2006,2.426,2,dark purple
4925,6,7018,2007,0.774,2,dark purple
4926,6,7018,2008,1.009,2,dark purple
4927,6,7018,2009,2.435,2,dark purple
4928,6,7018,2010,1.609,2,dark purple
4929,6,7018,2011,0.793,2,dark purple
4930,6,7018,2012,2.056,2,dark purple
4931,6,7018,2013,1.561,2,dark purple
4932,6,7018,2014,1.137,2,dark purple
4933,6,7018,2015,3.041,2,dark purple
4934,6,7018,2016,1.917,2,dark purple
4935,6,7018,2017,2.867,2,dark purple
4936,6,7018,2018,2.946,2,dark purple
4937,6,7018,2019,2.861,2,dark purple
4938,6,7018,2020,2.229,2,dark purple
4979,6,7019,2001,0.405,2,dark purple
4980,6,7019,2002,0.935,2,dark purple
4981,6,7019,2003,0.762,2,dark purple
4982,6,7019,2004,1.021,2,dark purple
4983,6,7019,2005,0.837,2,dark purple
4984,6,7019,2006,2.856,2,dark purple
4985,6,7019,2007,-0.237,2,dark purple
4986,6,7019,2008,-0.088,2,dark purple
4987,6,7019,2009,1.879,2,dark purple
4988,6,7019,2010,0.019,2,dark purple
4989,6,7019,2011,2.655,2,dark purple
4990,6,7019,2012,1.268,2,dark purple
4991,6,7019,2013,1.365,2,dark purple
4992,6,7019,2014,3.112,2,dark purple
4993,6,7019,2015,1.087,2,dark purple
4994,6,7019,2016,1.874,2,dark purple
4995,6,7019,2017,0.781,2,dark purple
4996,6,7019,2018,2.113,2,dark purple
4997,6,7019,2019,1.7,2,dark purple
4998,6,7019,2020,1.532,2,dark purple
5039,6,7020,2001,1.409,2,dark purple
5040,6,7020,2002,0.766,2,dark purple
5041,6,7020,2003,1.909,2,dark purple
5042,6,7020,2004,0.887,2,dark purple
5043,6,7020,2005,0.807,2,dark purple
5044,6,7020,2006,1.438,2,dark purple
5045,6,7020,2007,0.954,2,dark purple
5046,6,7020,2008,0.858,2,dark purple
5047,6,7020,2009,1.325,2,dark purple
5048,6,7020,2010,0.373,2,dark purple
5049,6,7020,2011,1.586,2,dark purple
5050,6,7020,2012,1.179,2,dark purple
5051,6,7020,2013,0.748,2,dark purple
5052,6,7020,2014,1.868,2,dark purple
5053,6,7020,2015,1.564,2,dark purple
5054,6,7020,2016,1.845,2,dark purple
5055,6,7020,2017,1.784,2,dark purple
5056,6,7020,2018,1.76,2,dark purple
5057,6,7020,2019,1.8,2,dark purple
5058,6,7020,2020,2.378,2,dark purple
5819,7,7016,2001,-0.036,2,dark purple
5820,7,7016,2002,0.516,2,dark purple
5821,7,7016,2003,0.803,2,dark purple
5822,7,7016,2004,0.432,2,dark purple
5823,7,7016,2005,0.94,2,dark purple
5824,7,7016,2006,0.269,2,dark purple
5825,7,7016,2007,0.6,2,dark purple
5826,7,7016,2008,0.203,2,dark purple
5827,7,7016,2009,0.597,2,dark purple
5828,7,7016,2010,0.905,2,dark purple
5829,7,7016,2011,0.408,2,dark purple
5830,7,7016,2012,-0.024,2,dark purple
5831,7,7016,2013,1.098,2,dark purple
5832,7,7016,2014,0.654,2,dark purple
5833,7,7016,2015,1.291,2,dark purple
5834,7,7016,2016,1.723,2,dark purple
5835,7,7016,2017,0.7,2,dark purple
5836,7,7016,2018,0.813,2,dark purple
5837,7,7016,2019,1.472,2,dark purple
5838,7,7016,2020,1.342,2,dark purple
5879,7,7017,2001,0.271,2,dark purple
5880,7,7017,2002,0.749,2,dark purple
5881,7,7017,2003,0.894,2,dark purple
5882,7,7017,2004,0.069,2,dark purple
5883,7,7017,2005,1.106,2,dark purple
5884,7,7017,2006,0.252,2,dark purple
5885,7,7017,2007,0.828,2,dark purple
5886,7,7017,2008,-0.018,2,dark purple
5887,7,7017,2009,0.237,2,dark purple
5888,7,7017,2010,1.238,2,dark purple
5889,7,7017,2011,0.908,2,dark purple
5890,7,7017,2012,0.18,2,dark purple
5891,7,7017,2013,0.921,2,dark purple
5892,7,7017,2014,0.616,2,dark purple
5893,7,7017,2015,1.251,2,dark purple
5894,7,7017,2016,1.492,2,dark purple
5895,7,7017,2017,0.62,2,dark purple
5896,7,7017,2018,1.083,2,dark purple
5897,7,7017,2019,2.436,2,dark purple
5898,7,7017,2020,0.162,2,dark purple
5939,7,7018,2001,0.672,2,dark purple
5940,7,7018,2002,1.355,2,dark purple
5941,7,7018,2003,1.189,2,dark purple
5942,7,7018,2004,0.934,2,dark purple
5943,7,7018,2005,1.459,2,dark purple
5944,7,7018,2006,1.332,2,dark purple
5945,7,7018,2007,1.121,2,dark purple
5946,7,7018,2008,0.974,2,dark purple
5947,7,7018,2009,1.271,2,dark purple
5948,7,7018,2010,1.152,2,dark purple
5949,7,7018,2011,1.39,2,dark purple
5950,7,7018,2012,1.108,2,dark purple
5951,7,7018,2013,0.966,2,dark purple
5952,7,7018,2014,1.42,2,dark purple
5953,7,7018,2015,1.324,2,dark purple
5954,7,7018,2016,1.909,2,dark purple
5955,7,7018,2017,1.405,2,dark purple
5956,7,7018,2018,1.953,2,dark purple
5957,7,7018,2019,1.882,2,dark purple
5958,7,7018,2020,1.696,2,dark purple
5999,7,7019,2001,0.397,2,dark purple
6000,7,7019,2002,0.416,2,dark purple
6001,7,7019,2003,0.907,2,dark purple
6002,7,7019,2004,0.154,2,dark purple
6003,7,7019,2005,0.829,2,dark purple
6004,7,7019,2006,-0.032,2,dark purple
6005,7,7019,2007,0.464,2,dark purple
6006,7,7019,2008,0.478,2,dark purple
6007,7,7019,2009,0.457,2,dark purple
6008,7,7019,2010,1.346,2,dark purple
6009,7,7019,2011,0.607,2,dark purple
6010,7,7019,2012,0.849,2,dark purple
6011,7,7019,2013,0.896,2,dark purple
6012,7,7019,2014,0.416,2,dark purple
6013,7,7019,2015,1.409,2,dark purple
6014,7,7019,2016,1.808,2,dark purple
6015,7,7019,2017,1.082,2,dark purple
6016,7,7019,2018,1.192,2,dark purple
6017,7,7019,2019,1.218,2,dark purple
6018,7,7019,2020,1.027,2,dark purple
6059,7,7020,2001,0.326,2,dark purple
6060,7,7020,2002,0.759,2,dark purple
6061,7,7020,2003,0.948,2,dark purple
6062,7,7020,2004,0.397,2,dark purple
6063,7,7020,2005,1.084,2,dark purple
6064,7,7020,2006,0.455,2,dark purple
6065,7,7020,2007,0.753,2,dark purple
6066,7,7020,2008,0.409,2,dark purple
6067,7,7020,2009,0.64,2,dark purple
6068,7,7020,2010,1.16,2,dark purple
6069,7,7020,2011,0.828,2,dark purple
6070,7,7020,2012,0.528,2,dark purple
6071,7,7020,2013,0.97,2,dark purple
6072,7,7020,2014,0.776,2,dark purple
6073,7,7020,2015,1.319,2,dark purple
6074,7,7020,2016,1.733,2,dark purple
6075,7,7020,2017,0.952,2,dark purple
6076,7,7020,2018,1.26,2,dark purple
6077,7,7020,2019,1.752,2,dark purple
6078,7,7020,2020,1.057,2,dark purple
6839,258,7016,2001,0.513,1,purple
6840,258,7016,2002,0.8,1,purple
6841,258,7016,2003,0.962,1,purple
6842,258,7016,2004,0.473,1,purple
6843,258,7016,2005,0.215,1,purple
6844,258,7016,2006,0.292,1,purple
6845,258,7016,2007,0.827,1,purple
6846,258,7016,2008,0.219,1,purple
6847,258,7016,2009,0.3,1,purple
6848,258,7016,2010,1.122,1,purple
6849,258,7016,2011,0.398,1,purple
6850,258,7016,2012,0.207,1,purple
6851,258,7016,2013,0.647,1,purple
6852,258,7016,2014,0.859,1,purple
6853,258,7016,2015,0.931,1,purple
6854,258,7016,2016,1.258,1,purple
6855,258,7016,2017,0.761,1,purple
6856,258,7016,2018,0.732,1,purple
6857,258,7016,2019,0.687,1,purple
6858,258,7016,2020,1.362,1,purple
6899,258,7017,2001,0.225,1,purple
6900,258,7017,2002,0.403,1,purple
6901,258,7017,2003,0.815,1,purple
6902,258,7017,2004,0.319,1,purple
6903,258,7017,2005,1.195,1,purple
6904,258,7017,2006,0.505,1,purple
6905,258,7017,2007,1.041,1,purple
6906,258,7017,2008,-0.199,1,purple
6907,258,7017,2009,-0.04,1,purple
6908,258,7017,2010,1.567,1,purple
6909,258,7017,2011,0.022,1,purple
6910,258,7017,2012,0.261,1,purple
6911,258,7017,2013,0.495,1,purple
6912,258,7017,2014,0.383,1,purple
6913,258,7017,2015,0.688,1,purple
6914,258,7017,2016,1.006,1,purple
6915,258,7017,2017,0.486,1,purple
6916,258,7017,2018,0.407,1,purple
6917,258,7017,2019,0.548,1,purple
6918,258,7017,2020,1.089,1,purple
6959,258,7018,2001,0.573,1,purple
6960,258,7018,2002,0.456,1,purple
6961,258,7018,2003,0.38,1,purple
6962,258,7018,2004,0.409,1,purple
6963,258,7018,2005,0.632,1,purple
